wandb: Currently logged in as: alexandretl. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.17.9
wandb: Run data is saved locally in /workspace/hash-hop-hub/wandb/run-20240909_063541-hrwxoitu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run cool-sky-57
wandb: ⭐️ View project at https://wandb.ai/alexandretl/hash-hop-hub
wandb: 🚀 View run at https://wandb.ai/alexandretl/hash-hop-hub/runs/hrwxoitu
Run name: cool-sky-57.
Model initialized. Number of parameters : 158539008.
Training is starting.
Iter 000000/100000. train loss : 4.211. valid loss : 4.205. lr : 0.00000. uptime : 00h00min. ETA : 04h16min.
Iter 000200/100000. train loss : 3.551. valid loss : 3.573. lr : 0.00001. uptime : 00h01min. ETA : 04h50min.
Iter 000400/100000. train loss : 3.564. valid loss : 3.536. lr : 0.00002. uptime : 00h01min. ETA : 04h33min.
Iter 000600/100000. train loss : 3.530. valid loss : 3.528. lr : 0.00003. uptime : 00h02min. ETA : 04h33min.
Iter 000800/100000. train loss : 3.549. valid loss : 3.534. lr : 0.00004. uptime : 00h02min. ETA : 04h33min.
Iter 001000/100000. train loss : 3.520. valid loss : 3.529. lr : 0.00005. uptime : 00h03min. ETA : 04h56min.
Iter 001200/100000. train loss : 3.526. valid loss : 3.521. lr : 0.00005. uptime : 00h03min. ETA : 04h29min.
Iter 001400/100000. train loss : 3.533. valid loss : 3.533. lr : 0.00005. uptime : 00h04min. ETA : 04h31min.
Iter 001600/100000. train loss : 3.521. valid loss : 3.526. lr : 0.00005. uptime : 00h04min. ETA : 04h31min.
Iter 001800/100000. train loss : 3.536. valid loss : 3.523. lr : 0.00005. uptime : 00h05min. ETA : 04h30min.
Iter 002000/100000. train loss : 3.516. valid loss : 3.521. lr : 0.00005. uptime : 00h06min. ETA : 04h56min.
Iter 002200/100000. train loss : 3.531. valid loss : 3.523. lr : 0.00005. uptime : 00h06min. ETA : 04h29min.
Iter 002400/100000. train loss : 3.516. valid loss : 3.523. lr : 0.00005. uptime : 00h07min. ETA : 04h28min.
Iter 002600/100000. train loss : 3.511. valid loss : 3.520. lr : 0.00005. uptime : 00h07min. ETA : 04h29min.
Iter 002800/100000. train loss : 3.527. valid loss : 3.523. lr : 0.00005. uptime : 00h08min. ETA : 04h27min.
Iter 003000/100000. train loss : 3.522. valid loss : 3.519. lr : 0.00005. uptime : 00h08min. ETA : 04h53min.
Iter 003200/100000. train loss : 3.517. valid loss : 3.517. lr : 0.00005. uptime : 00h09min. ETA : 04h26min.
Iter 003400/100000. train loss : 3.524. valid loss : 3.519. lr : 0.00005. uptime : 00h10min. ETA : 04h26min.
Iter 003600/100000. train loss : 3.509. valid loss : 3.522. lr : 0.00005. uptime : 00h10min. ETA : 04h25min.
Iter 003800/100000. train loss : 3.527. valid loss : 3.520. lr : 0.00005. uptime : 00h11min. ETA : 04h24min.
Iter 004000/100000. train loss : 3.523. valid loss : 3.522. lr : 0.00005. uptime : 00h11min. ETA : 04h50min.
Iter 004200/100000. train loss : 3.519. valid loss : 3.518. lr : 0.00005. uptime : 00h12min. ETA : 04h23min.
Iter 004400/100000. train loss : 3.520. valid loss : 3.521. lr : 0.00005. uptime : 00h12min. ETA : 04h23min.
Iter 004600/100000. train loss : 3.520. valid loss : 3.524. lr : 0.00005. uptime : 00h13min. ETA : 04h22min.
Iter 004800/100000. train loss : 3.519. valid loss : 3.519. lr : 0.00005. uptime : 00h13min. ETA : 04h21min.
Iter 005000/100000. train loss : 3.519. valid loss : 3.518. lr : 0.00005. uptime : 00h14min. ETA : 04h46min.
Iter 005200/100000. train loss : 3.522. valid loss : 3.516. lr : 0.00005. uptime : 00h15min. ETA : 04h19min.
Iter 005400/100000. train loss : 3.520. valid loss : 3.515. lr : 0.00005. uptime : 00h15min. ETA : 04h19min.
Iter 005600/100000. train loss : 3.521. valid loss : 3.517. lr : 0.00005. uptime : 00h16min. ETA : 04h15min.
Iter 005800/100000. train loss : 3.513. valid loss : 3.515. lr : 0.00005. uptime : 00h16min. ETA : 04h11min.
Iter 006000/100000. train loss : 3.517. valid loss : 3.517. lr : 0.00005. uptime : 00h17min. ETA : 04h42min.
Iter 006200/100000. train loss : 3.514. valid loss : 3.516. lr : 0.00005. uptime : 00h17min. ETA : 04h11min.
Iter 006400/100000. train loss : 3.510. valid loss : 3.519. lr : 0.00005. uptime : 00h18min. ETA : 04h14min.
Iter 006600/100000. train loss : 3.511. valid loss : 3.515. lr : 0.00005. uptime : 00h19min. ETA : 04h18min.
Iter 006800/100000. train loss : 3.525. valid loss : 3.517. lr : 0.00005. uptime : 00h19min. ETA : 04h15min.
Iter 007000/100000. train loss : 3.517. valid loss : 3.515. lr : 0.00005. uptime : 00h20min. ETA : 04h41min.
Iter 007200/100000. train loss : 3.517. valid loss : 3.518. lr : 0.00005. uptime : 00h20min. ETA : 04h09min.
Iter 007400/100000. train loss : 3.514. valid loss : 3.518. lr : 0.00005. uptime : 00h21min. ETA : 04h15min.
Iter 007600/100000. train loss : 3.518. valid loss : 3.516. lr : 0.00005. uptime : 00h21min. ETA : 04h14min.
Iter 007800/100000. train loss : 3.513. valid loss : 3.517. lr : 0.00005. uptime : 00h22min. ETA : 04h13min.
Iter 008000/100000. train loss : 3.520. valid loss : 3.520. lr : 0.00005. uptime : 00h22min. ETA : 04h39min.
Iter 008200/100000. train loss : 3.517. valid loss : 3.517. lr : 0.00005. uptime : 00h23min. ETA : 04h12min.
Iter 008400/100000. train loss : 3.518. valid loss : 3.515. lr : 0.00005. uptime : 00h24min. ETA : 04h11min.
Iter 008600/100000. train loss : 3.518. valid loss : 3.517. lr : 0.00005. uptime : 00h24min. ETA : 04h11min.
Iter 008800/100000. train loss : 3.507. valid loss : 3.514. lr : 0.00005. uptime : 00h25min. ETA : 04h10min.
Iter 009000/100000. train loss : 3.514. valid loss : 3.514. lr : 0.00005. uptime : 00h25min. ETA : 04h37min.
Iter 009200/100000. train loss : 3.525. valid loss : 3.518. lr : 0.00005. uptime : 00h26min. ETA : 04h09min.
Iter 009400/100000. train loss : 3.515. valid loss : 3.516. lr : 0.00005. uptime : 00h26min. ETA : 04h09min.
Iter 009600/100000. train loss : 3.521. valid loss : 3.517. lr : 0.00005. uptime : 00h27min. ETA : 04h08min.
